Value,Count,bps_alabama,evt_alabama,Value_1,Count_1,BPS_CODE,ZONE,BPS_MODEL,BPS_NAME,GROUPVEG,FRI_REPLAC,FRI_MIXED,FRI_SURFAC,FRI_ALLFIR,PRC_REPLAC,PRC_MIXED,PRC_SURFAC,FRG_NEW,R,G,B,RED,GREEN,BLUE,Aref,Bref,Cref,Dref,Eref,Agref,Urref,Unref,Ueref,Value_12,Count_12,EVT_NAME,LFRDB,EVT_FUEL,EVT_FUEL_N,EVT_LF,EVT_PHYS,EVT_GP,EVT_GP_N,SAF_SRM,EVT_ORDER,EVT_CLASS,EVT_SBCLS,R_1,G_1,B_1,RED_1,GREEN_1,BLUE_1
3442,2.000000000000000,1307,9583,1307,1782051.000000000000000,14600,55,14600_55_56_99,Southern Coastal Plain Nonriverine Cypress Dome,Riparian,126,-9999,10,9,7,-9999,93,I-B,168,10,0,0.658824000000000,0.039216000000000,0.000000000000000,11,1,24,57,7,0,0,0,0,9583,294305.000000000000000,East Gulf Coastal Plain Large River Floodplain Herbaceous,9082,2473,Tr Gulf and Atlantic Coastal Plain Floodplain Systems,Herb,Riparian,666,Eastern Floodplain Forests,SAF 92: Sweetgum-Willow Oak,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid,145,255,115,0.568627000000000,1.000000000000000,0.450980000000000
3443,6.000000000000000,1300,7995,1300,3554148.000000000000000,13570,55,13570_46_47_55_58_99,Southern Coastal Plain Mesic Slope Forest,Hardwood,402,159,52,35,9,22,69,I-C,191,151,71,0.749020000000000,0.592157000000000,0.278431000000000,8,30,6,15,41,0,0,0,0,7995,646205.000000000000000,Eastern Warm Temperate Close Grown Crop,7995,2965,Da Close Grown Crop,Agriculture,Agricultural,65,Agricultural-Close Grown Crop,LF 80: Agriculture,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Annual Graminoid/Forb,255,237,119,1.000000000000000,0.929412000000000,0.466667000000000
3444,14877.000000000000000,1787,7993,1787,5887279.000000000000000,13560,99,13560_55_56_99,Florida Longleaf Pine Sandhill,Conifer,190,14720,3,3,1,1,98,I-A,76,186,10,0.298039000000000,0.729412000000000,0.039216000000000,13,1,38,46,2,0,0,0,0,7993,329492.000000000000000,Eastern Warm Temperate Row Crop - Close Grown Crop,7993,2963,Da Row Crop - Close Grown Crop,Agriculture,Agricultural,63,Agricultural-Row Crop-Close Grown Crop,LF 80: Agriculture,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Annual Graminoid/Forb,255,245,140,1.000000000000000,0.960784000000000,0.549020000000000
3445,1.000000000000000,1787,7998,1787,5887279.000000000000000,13560,99,13560_55_56_99,Florida Longleaf Pine Sandhill,Conifer,190,14720,3,3,1,1,98,I-A,76,186,10,0.298039000000000,0.729412000000000,0.039216000000000,13,1,38,46,2,0,0,0,0,7998,399083.000000000000000,Eastern Warm Temperate Wheat,7998,2968,Da Wheat,Agriculture,Agricultural,68,Agricultural-Wheat,LF 80: Agriculture,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Annual Graminoid/Forb,250,227,163,0.980392000000000,0.890196000000000,0.639216000000000
3446,1.000000000000000,1300,7998,1300,3554148.000000000000000,13570,55,13570_46_47_55_58_99,Southern Coastal Plain Mesic Slope Forest,Hardwood,402,159,52,35,9,22,69,I-C,191,151,71,0.749020000000000,0.592157000000000,0.278431000000000,8,30,6,15,41,0,0,0,0,7998,399083.000000000000000,Eastern Warm Temperate Wheat,7998,2968,Da Wheat,Agriculture,Agricultural,68,Agricultural-Wheat,LF 80: Agriculture,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Annual Graminoid/Forb,250,227,163,0.980392000000000,0.890196000000000,0.639216000000000
3447,1.000000000000000,1311,9582,1311,3870159.000000000000000,14740,55,14740_46_47_48_55_56_58_60_99,Gulf and Atlantic Coastal Plain Small Stream Riparian Systems,Riparian,477,202,131,68,14,34,52,III-A,171,185,235,0.670588000000000,0.725490000000000,0.921569000000000,16,23,4,24,33,0,0,0,0,9582,5047.000000000000000,East Gulf Coastal Plain Large River Floodplain Shrubland,9082,2473,Tr Gulf and Atlantic Coastal Plain Floodplain Systems,Shrub,Riparian,666,Eastern Floodplain Forests,SAF 92: Sweetgum-Willow Oak,Shrub-dominated,Shrubland,Mixed evergreen-deciduous shrubland,145,255,115,0.568627000000000,1.000000000000000,0.450980000000000
3448,1.000000000000000,1300,9582,1300,3554148.000000000000000,13570,55,13570_46_47_55_58_99,Southern Coastal Plain Mesic Slope Forest,Hardwood,402,159,52,35,9,22,69,I-C,191,151,71,0.749020000000000,0.592157000000000,0.278431000000000,8,30,6,15,41,0,0,0,0,9582,5047.000000000000000,East Gulf Coastal Plain Large River Floodplain Shrubland,9082,2473,Tr Gulf and Atlantic Coastal Plain Floodplain Systems,Shrub,Riparian,666,Eastern Floodplain Forests,SAF 92: Sweetgum-Willow Oak,Shrub-dominated,Shrubland,Mixed evergreen-deciduous shrubland,145,255,115,0.568627000000000,1.000000000000000,0.450980000000000
3449,2.000000000000000,1310,7995,1310,8976289.000000000000000,14730,55,14730_55_58_60,Gulf and Atlantic Coastal Plain Floodplain Systems,Riparian,114,-9999,101,54,47,-9999,53,III-A,102,119,205,0.400000000000000,0.466667000000000,0.803922000000000,22,31,26,21,0,0,0,0,0,7995,646205.000000000000000,Eastern Warm Temperate Close Grown Crop,7995,2965,Da Close Grown Crop,Agriculture,Agricultural,65,Agricultural-Close Grown Crop,LF 80: Agriculture,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Annual Graminoid/Forb,255,237,119,1.000000000000000,0.929412000000000,0.466667000000000
3450,7.000000000000000,1300,9077,1300,3554148.000000000000000,13570,55,13570_46_47_55_58_99,Southern Coastal Plain Mesic Slope Forest,Hardwood,402,159,52,35,9,22,69,I-C,191,151,71,0.749020000000000,0.592157000000000,0.278431000000000,8,30,6,15,41,0,0,0,0,9077,32956.000000000000000,East Gulf Coastal Plain Depression Pondshore,9077,2593,He East Gulf Coastal Plain Depression Pondshore,Herb,Riparian,650,Depressional Wetland,SRM 819: Freshwater Marsh and Ponds,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid grassland,255,153,0,1.000000000000000,0.600000000000000,0.000000000000000
3451,5695.000000000000000,1797,9142,1797,3017294.000000000000000,14730,99,14730_45_46_47_98_99,Gulf and Atlantic Coastal Plain Floodplain Systems,Riparian,115,-9999,100,53,46,-9999,54,III-A,102,119,205,0.400000000000000,0.466667000000000,0.803922000000000,22,31,27,20,0,0,0,0,0,9142,178195.000000000000000,Mississippi Sound Fresh and Oligohaline Tidal Marsh,9142,2490,Sh Gulf and Atlantic Coastal Plain Tidal Marsh Systems,Herb,Riparian,653,Atlantic Coastal Marsh,LF 50: Tidal Flats and Marshes,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid grassland,255,153,0,1.000000000000000,0.600000000000000,0.000000000000000
3452,5146.000000000000000,1786,7545,1786,35981127.000000000000000,13490,99,13490_46_48_54_55_99,East Gulf Coastal Plain Interior Upland Longleaf Pine Woodland,Conifer,116,766,3,3,3,1,96,I-A,152,176,0,0.596078000000000,0.690196000000000,0.000000000000000,14,9,31,37,9,0,0,0,0,7545,6145962.000000000000000,East Gulf Coastal Plain Near-Coast Pine Wet Flatwoods,7454,2545,Tr East Gulf Coastal Plain Near-Coast Pine Wet Flatwoods,Tree,Riparian,684,Pine Flatwoods,SAF 83: Longleaf Pine-Slash Pine,Tree-dominated,Open tree canopy,Evergreen open tree canopy,116,214,204,0.454902000000000,0.839216000000000,0.800000000000000
3453,84.000000000000000,1786,9143,1786,35981127.000000000000000,13490,99,13490_46_48_54_55_99,East Gulf Coastal Plain Interior Upland Longleaf Pine Woodland,Conifer,116,766,3,3,3,1,96,I-A,152,176,0,0.596078000000000,0.690196000000000,0.000000000000000,14,9,31,37,9,0,0,0,0,9143,229053.000000000000000,Mississippi Sound Salt and Brackish Tidal Marsh,9143,2490,Sh Gulf and Atlantic Coastal Plain Tidal Marsh Systems,Herb,Riparian,653,Atlantic Coastal Marsh,SRM 806: Gulf Coast Salt Marsh,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid grassland,255,153,0,1.000000000000000,0.600000000000000,0.000000000000000
3454,156.000000000000000,1799,9080,1799,4506079.000000000000000,14800,99,14800_55_99,Gulf and Atlantic Coastal Plain Swamp Systems,Riparian,-9999,-9999,221,221,-9999,-9999,100,V-A,102,212,179,0.400000000000000,0.831373000000000,0.701961000000000,10,16,74,0,0,0,0,0,0,9080,34058.000000000000000,East Gulf Coastal Plain Freshwater Tidal Wooded Swamp,9080,2480,Tr Gulf and Atlantic Coastal Plain Swamp Systems,Tree,Riparian,694,Atlantic Swamp Forests,LF 46: Atlantic Coastal Plain Swamp,Tree-dominated,Open tree canopy,Mixed evergreen-deciduous open tree canopy,216,216,191,0.847059000000000,0.847059000000000,0.749020000000000
3455,22123.000000000000000,1797,7545,1797,3017294.000000000000000,14730,99,14730_45_46_47_98_99,Gulf and Atlantic Coastal Plain Floodplain Systems,Riparian,115,-9999,100,53,46,-9999,54,III-A,102,119,205,0.400000000000000,0.466667000000000,0.803922000000000,22,31,27,20,0,0,0,0,0,7545,6145962.000000000000000,East Gulf Coastal Plain Near-Coast Pine Wet Flatwoods,7454,2545,Tr East Gulf Coastal Plain Near-Coast Pine Wet Flatwoods,Tree,Riparian,684,Pine Flatwoods,SAF 83: Longleaf Pine-Slash Pine,Tree-dominated,Open tree canopy,Evergreen open tree canopy,116,214,204,0.454902000000000,0.839216000000000,0.800000000000000
3456,55626.000000000000000,1799,7545,1799,4506079.000000000000000,14800,99,14800_55_99,Gulf and Atlantic Coastal Plain Swamp Systems,Riparian,-9999,-9999,221,221,-9999,-9999,100,V-A,102,212,179,0.400000000000000,0.831373000000000,0.701961000000000,10,16,74,0,0,0,0,0,0,7545,6145962.000000000000000,East Gulf Coastal Plain Near-Coast Pine Wet Flatwoods,7454,2545,Tr East Gulf Coastal Plain Near-Coast Pine Wet Flatwoods,Tree,Riparian,684,Pine Flatwoods,SAF 83: Longleaf Pine-Slash Pine,Tree-dominated,Open tree canopy,Evergreen open tree canopy,116,214,204,0.454902000000000,0.839216000000000,0.800000000000000
3457,10126.000000000000000,1798,7545,1798,8683216.000000000000000,14740,99,14740_46_47_48_55_56_58_60_99,Gulf and Atlantic Coastal Plain Small Stream Riparian Systems,Riparian,477,202,131,68,14,34,52,III-A,171,185,235,0.670588000000000,0.725490000000000,0.921569000000000,16,23,4,24,33,0,0,0,0,7545,6145962.000000000000000,East Gulf Coastal Plain Near-Coast Pine Wet Flatwoods,7454,2545,Tr East Gulf Coastal Plain Near-Coast Pine Wet Flatwoods,Tree,Riparian,684,Pine Flatwoods,SAF 83: Longleaf Pine-Slash Pine,Tree-dominated,Open tree canopy,Evergreen open tree canopy,116,214,204,0.454902000000000,0.839216000000000,0.800000000000000
3458,34583.000000000000000,1792,7545,1792,6409296.000000000000000,14540,99,14540_55_56_99,East Gulf Coastal Plain Near-Coast Pine Flatwoods,Riparian,100,482,3,3,3,1,96,I-A,149,227,118,0.584314000000000,0.890196000000000,0.462745000000000,17,6,34,34,9,0,0,0,0,7545,6145962.000000000000000,East Gulf Coastal Plain Near-Coast Pine Wet Flatwoods,7454,2545,Tr East Gulf Coastal Plain Near-Coast Pine Wet Flatwoods,Tree,Riparian,684,Pine Flatwoods,SAF 83: Longleaf Pine-Slash Pine,Tree-dominated,Open tree canopy,Evergreen open tree canopy,116,214,204,0.454902000000000,0.839216000000000,0.800000000000000
3459,567.000000000000000,1798,9143,1798,8683216.000000000000000,14740,99,14740_46_47_48_55_56_58_60_99,Gulf and Atlantic Coastal Plain Small Stream Riparian Systems,Riparian,477,202,131,68,14,34,52,III-A,171,185,235,0.670588000000000,0.725490000000000,0.921569000000000,16,23,4,24,33,0,0,0,0,9143,229053.000000000000000,Mississippi Sound Salt and Brackish Tidal Marsh,9143,2490,Sh Gulf and Atlantic Coastal Plain Tidal Marsh Systems,Herb,Riparian,653,Atlantic Coastal Marsh,SRM 806: Gulf Coast Salt Marsh,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid grassland,255,153,0,1.000000000000000,0.600000000000000,0.000000000000000
3460,532.000000000000000,1797,9143,1797,3017294.000000000000000,14730,99,14730_45_46_47_98_99,Gulf and Atlantic Coastal Plain Floodplain Systems,Riparian,115,-9999,100,53,46,-9999,54,III-A,102,119,205,0.400000000000000,0.466667000000000,0.803922000000000,22,31,27,20,0,0,0,0,0,9143,229053.000000000000000,Mississippi Sound Salt and Brackish Tidal Marsh,9143,2490,Sh Gulf and Atlantic Coastal Plain Tidal Marsh Systems,Herb,Riparian,653,Atlantic Coastal Marsh,SRM 806: Gulf Coast Salt Marsh,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid grassland,255,153,0,1.000000000000000,0.600000000000000,0.000000000000000
3461,3704.000000000000000,1799,9143,1799,4506079.000000000000000,14800,99,14800_55_99,Gulf and Atlantic Coastal Plain Swamp Systems,Riparian,-9999,-9999,221,221,-9999,-9999,100,V-A,102,212,179,0.400000000000000,0.831373000000000,0.701961000000000,10,16,74,0,0,0,0,0,0,9143,229053.000000000000000,Mississippi Sound Salt and Brackish Tidal Marsh,9143,2490,Sh Gulf and Atlantic Coastal Plain Tidal Marsh Systems,Herb,Riparian,653,Atlantic Coastal Marsh,SRM 806: Gulf Coast Salt Marsh,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid grassland,255,153,0,1.000000000000000,0.600000000000000,0.000000000000000
3462,9243.000000000000000,1787,7454,1787,5887279.000000000000000,13560,99,13560_55_56_99,Florida Longleaf Pine Sandhill,Conifer,190,14720,3,3,1,1,98,I-A,76,186,10,0.298039000000000,0.729412000000000,0.039216000000000,13,1,38,46,2,0,0,0,0,7454,3490154.000000000000000,East Gulf Coastal Plain Near-Coast Pine Flatwoods,7454,2454,Tr East Gulf Coastal Plain Near-Coast Pine Flatwoods,Tree,Conifer,684,Pine Flatwoods,SAF 83: Longleaf Pine-Slash Pine,Tree-dominated,Open tree canopy,Evergreen open tree canopy,116,214,204,0.454902000000000,0.839216000000000,0.800000000000000
3463,33846.000000000000000,1800,7994,1800,1724446.000000000000000,14850,99,14850_55_99,East Gulf Coastal Plain Savanna and Wet Prairie,Savanna,164,511,3,3,2,1,97,I-A,255,217,120,1.000000000000000,0.850980000000000,0.470588000000000,11,3,30,50,6,0,0,0,0,7994,82586938.000000000000000,Eastern Warm Temperate Row Crop,7994,2964,Da Row Crop,Agriculture,Agricultural,64,Agricultural-Row Crop,LF 80: Agriculture,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Annual Graminoid/Forb,250,255,119,0.980392000000000,1.000000000000000,0.466667000000000
3464,11512.000000000000000,1800,7454,1800,1724446.000000000000000,14850,99,14850_55_99,East Gulf Coastal Plain Savanna and Wet Prairie,Savanna,164,511,3,3,2,1,97,I-A,255,217,120,1.000000000000000,0.850980000000000,0.470588000000000,11,3,30,50,6,0,0,0,0,7454,3490154.000000000000000,East Gulf Coastal Plain Near-Coast Pine Flatwoods,7454,2454,Tr East Gulf Coastal Plain Near-Coast Pine Flatwoods,Tree,Conifer,684,Pine Flatwoods,SAF 83: Longleaf Pine-Slash Pine,Tree-dominated,Open tree canopy,Evergreen open tree canopy,116,214,204,0.454902000000000,0.839216000000000,0.800000000000000
3465,576.000000000000000,1795,9143,1795,10278957.000000000000000,14610,99,14610_46_55_56_99,Southern Coastal Plain Seepage Swamp and Baygall,Riparian,297,356,-9999,162,55,45,-9999,III-B,190,232,255,0.745098000000000,0.909804000000000,1.000000000000000,13,23,3,6,55,0,0,0,0,9143,229053.000000000000000,Mississippi Sound Salt and Brackish Tidal Marsh,9143,2490,Sh Gulf and Atlantic Coastal Plain Tidal Marsh Systems,Herb,Riparian,653,Atlantic Coastal Marsh,SRM 806: Gulf Coast Salt Marsh,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid grassland,255,153,0,1.000000000000000,0.600000000000000,0.000000000000000
3466,1331.000000000000000,1788,7545,1788,7829098.000000000000000,13570,99,13570_46_47_55_58_99,Southern Coastal Plain Mesic Slope Forest,Hardwood,402,159,52,35,9,22,69,I-C,191,151,71,0.749020000000000,0.592157000000000,0.278431000000000,8,30,6,15,41,0,0,0,0,7545,6145962.000000000000000,East Gulf Coastal Plain Near-Coast Pine Wet Flatwoods,7454,2545,Tr East Gulf Coastal Plain Near-Coast Pine Wet Flatwoods,Tree,Riparian,684,Pine Flatwoods,SAF 83: Longleaf Pine-Slash Pine,Tree-dominated,Open tree canopy,Evergreen open tree canopy,116,214,204,0.454902000000000,0.839216000000000,0.800000000000000
3467,40534.000000000000000,1795,7545,1795,10278957.000000000000000,14610,99,14610_46_55_56_99,Southern Coastal Plain Seepage Swamp and Baygall,Riparian,297,356,-9999,162,55,45,-9999,III-B,190,232,255,0.745098000000000,0.909804000000000,1.000000000000000,13,23,3,6,55,0,0,0,0,7545,6145962.000000000000000,East Gulf Coastal Plain Near-Coast Pine Wet Flatwoods,7454,2545,Tr East Gulf Coastal Plain Near-Coast Pine Wet Flatwoods,Tree,Riparian,684,Pine Flatwoods,SAF 83: Longleaf Pine-Slash Pine,Tree-dominated,Open tree canopy,Evergreen open tree canopy,116,214,204,0.454902000000000,0.839216000000000,0.800000000000000
3468,30679.000000000000000,1799,9142,1799,4506079.000000000000000,14800,99,14800_55_99,Gulf and Atlantic Coastal Plain Swamp Systems,Riparian,-9999,-9999,221,221,-9999,-9999,100,V-A,102,212,179,0.400000000000000,0.831373000000000,0.701961000000000,10,16,74,0,0,0,0,0,0,9142,178195.000000000000000,Mississippi Sound Fresh and Oligohaline Tidal Marsh,9142,2490,Sh Gulf and Atlantic Coastal Plain Tidal Marsh Systems,Herb,Riparian,653,Atlantic Coastal Marsh,LF 50: Tidal Flats and Marshes,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid grassland,255,153,0,1.000000000000000,0.600000000000000,0.000000000000000
3469,1.000000000000000,1794,7515,1794,390456.000000000000000,14600,99,14600_55_56_99,Southern Coastal Plain Nonriverine Cypress Dome,Riparian,126,-9999,10,9,7,-9999,93,I-B,168,10,0,0.658824000000000,0.039216000000000,0.000000000000000,11,1,24,57,7,0,0,0,0,7515,4058.000000000000000,Southern Coastal Plain Herbaceous Seep and Bog,7515,2515,He Southern Coastal Plain Herbaceous Seep and Bog,Herb,Riparian,675,Inland Marshes and Prairies,SRM 819: Freshwater Marsh and Ponds,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid grassland,255,153,0,1.000000000000000,0.600000000000000,0.000000000000000
3470,348.000000000000000,1800,9332,1800,1724446.000000000000000,14850,99,14850_55_99,East Gulf Coastal Plain Savanna and Wet Prairie,Savanna,164,511,3,3,2,1,97,I-A,255,217,120,1.000000000000000,0.850980000000000,0.470588000000000,11,3,30,50,6,0,0,0,0,9332,1882639.000000000000000,Southeastern Exotic Ruderal Flooded & Swamp Forest,9332,2570,Tr Southeastern Exotic Ruderal Flooded & Swamp Forest,Tree,Riparian,708,Introduced Woody Wetland Vegetation,LF 58: Introduced Woody Wetlands and Riparian Vegetation,Tree-dominated,Open tree canopy,Mixed evergreen-deciduous open tree canopy,0,132,168,0.000000000000000,0.517647000000000,0.658824000000000
3471,171.000000000000000,1800,7455,1800,1724446.000000000000000,14850,99,14850_55_99,East Gulf Coastal Plain Savanna and Wet Prairie,Savanna,164,511,3,3,2,1,97,I-A,255,217,120,1.000000000000000,0.850980000000000,0.470588000000000,11,3,30,50,6,0,0,0,0,7455,133620.000000000000000,East Gulf Coastal Plain Southern Loblolly Flatwoods,7455,2455,Tr East Gulf Coastal Plain Southern Loblolly Flatwoods,Tree,Conifer,684,Pine Flatwoods,SAF 91: Swamp Chestnut Oak-Cherrybark Oak,Tree-dominated,Open tree canopy,Evergreen open tree canopy,100,204,206,0.392157000000000,0.800000000000000,0.807843000000000
3472,272.000000000000000,1799,9248,1799,4506079.000000000000000,14800,99,14800_55_99,Gulf and Atlantic Coastal Plain Swamp Systems,Riparian,-9999,-9999,221,221,-9999,-9999,100,V-A,102,212,179,0.400000000000000,0.831373000000000,0.701961000000000,10,16,74,0,0,0,0,0,0,9248,3292163.000000000000000,Southern Coastal Plain Hydric Hammock,9248,2480,Tr Gulf and Atlantic Coastal Plain Swamp Systems,Tree,Riparian,694,Atlantic Swamp Forests,LF 46: Atlantic Coastal Plain Swamp,Tree-dominated,Open tree canopy,Mixed evergreen-deciduous open tree canopy,216,216,191,0.847059000000000,0.847059000000000,0.749020000000000
3473,3289.000000000000000,1800,7485,1800,1724446.000000000000000,14850,99,14850_55_99,East Gulf Coastal Plain Savanna and Wet Prairie,Savanna,164,511,3,3,2,1,97,I-A,255,217,120,1.000000000000000,0.850980000000000,0.470588000000000,11,3,30,50,6,0,0,0,0,7485,696718.000000000000000,East Gulf Coastal Plain Wet Prairie,7485,2485,Tr East Gulf Coastal Plain Savanna and Wet Prairie,Herb,Riparian,675,Inland Marshes and Prairies,SRM 819: Freshwater Marsh and Ponds,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid grassland,255,153,0,1.000000000000000,0.600000000000000,0.000000000000000
